objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Inhabit the Earth","181797","7","2","3","0","0","0","0","0","1","0","0","2","","","","","","33070314","6.10613","6.96967","3.1644","2045","1865","thing","Inhabit the Earth","2","4","90","90","60","2015","2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","HUCH!; R&D Games","English; German","2015","English/German edition"
"Inis","155821","8","1","0","1","0","0","0","1","0","0","0","3","","Extensive use of text - massive conversion needed to be playable","","","","36528940","7.49491","7.80977","2.8703","105","17893","thing","Inis","2","4","90","90","60","2016","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Innovation","63888","0","","0","1","0","0","0","0","0","0","0","1","","","","","","33936303","7.07101","7.26012","2.75","337","19711","thing","Innovation","2","4","60","60","45","2010","2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Isle of Skye: From Chieftain to King","176494","7","4","0","1","0","0","0","0","0","0","0","3","","","","","","32496778","7.269","7.42702","2.2512","208","27752","thing","Isle of Skye: From Chieftain to King","2","5","50","50","30","2015","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Isle of Skye: From Chieftain to King – Kennerspiel des Jahres Promo Tile","205159","0","","0","1","0","0","0","0","0","0","0","3","","","","","","37622208","5.6692","7.30679","1.5","0","1126","thing","Isle of Skye: From Chieftain to King – Kennerspiel des Jahres Promo Tile","2","5","50","50","30","2016","2,3,4,5","4","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Isle of Skye: From Chieftain to King – Kennerspiel des Jahres Promo Tile","205159","0","","0","0","0","0","0","0","0","0","0","3","","","","","","37622228","5.6692","7.30679","1.5","0","1126","thing","Isle of Skye: From Chieftain to King – Kennerspiel des Jahres Promo Tile","2","5","50","50","30","2016","2,3,4,5","4","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Isle of Skye: From Chieftain to King – Themenplättchen","211116","0","","0","1","0","0","0","0","0","0","0","3","","","","","","37622200","5.69559","7.31829","2","0","1367","thing","Isle of Skye: From Chieftain to King – Themenplättchen","2","5","50","50","30","2016","2,3,4,5","4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Isle of Skye: Journeyman","232226","0","","0","0","0","0","0","0","0","0","0","2","","","","","","44528396","6.20209","7.35772","3.1613","0","5077","thing","Isle of Skye: Journeyman","2","5","75","75","75","2017","2,3,4,5","4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Islebound","185589","8","2","0","1","0","0","0","0","0","0","0","3","","","","","","36120052","6.61089","7.18531","2.7179","865","6153","thing","Islebound","2","4","120","120","60","2016","2,3,4","3,4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Islebound: Metropolis Expansion","200629","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44823591","5.71396","7.35671","3","0","1622","thing","Islebound: Metropolis Expansion","2","4","120","120","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Istanbul","148949","8","8","0","1","0","0","0","0","0","0","0","2","","","","","","38464125","7.42449","7.57361","2.5827","128","31437","thing","Istanbul","2","5","60","60","40","2014","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Istanbul: Letters & Seals","192779","0","","0","1","0","0","0","0","0","0","0","1","","","","","","44510341","6.4733","7.80892","2.8125","0","5151","thing","Istanbul: Letters & Seals","2","5","60","60","40","2016","2,3,4,5","4","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Istanbul: Mocha & Baksheesh","172505","0","","0","0","0","0","0","0","0","0","1","3","","","","","","44510342","7.03463","7.93999","2.7079","0","9046","thing","Istanbul: Mocha & Baksheesh","2","5","60","60","40","2015","2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Jaipur","54043","0","","0","0","0","0","0","0","0","0","1","3","","","","","","58203673","7.39409","7.50709","1.4871","141","58338","thing","Jaipur","2","2","30","30","30","2009","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Kanban: Driver's Edition","109276","0","","0","0","0","0","0","0","0","0","0","4","","","","","","28938359","7.30764","7.83389","4.3588","184","8159","thing","Kanban: Driver's Edition","2","4","120","120","90","2014","2,3,4","3,4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Karuba","183251","0","","0","0","0","0","0","0","0","0","0","3","","","","","","34094295","6.92479","7.20586","1.4592","475","12773","thing","Karuba","2","4","40","40","30","2015","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Kemet","127023","7","1","0","0","0","0","0","0","0","0","1","3","","","","","","30853848","7.48036","7.70864","2.9985","110","19155","thing","Kemet","2","5","120","120","90","2012","3,4,5","4,5","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Keyflower","122515","8","1","0","1","0","0","0","0","0","0","0","2","","","","","","29414634","7.60312","7.79254","3.3448","78","22904","thing","Keyflower","2","6","120","120","90","2012","2,3,4,5,6","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The King Is Dead","172996","0","","0","0","0","0","0","0","0","0","1","5","","","","","","45343820","6.30434","7.15145","2.5714","1449","2126","thing","The King Is Dead","2","4","50","50","30","2015","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"King of New York","160499","0","","0","0","0","0","0","0","1","0","0","5","","","","","","29507814","6.76267","6.9461","1.8609","648","22513","thing","King of New York","2","6","40","40","40","2014","3,4,5,6","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"King of Tokyo","70323","5","6","0","0","0","0","0","0","0","0","0","5","","","","","","29224410","7.08206","7.17779","1.4919","329","85451","thing","King of Tokyo","2","6","30","30","30","2011","3,4,5,6","4,5","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Kingdom Death: Monster","55690","5","11","0","0","0","0","0","0","1","0","0","3","","","","","","30793025","7.75225","8.63403","4.259","44","10368","thing","Kingdom Death: Monster","1","4","180","180","60","2015","1,2,3,4","4","18+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Kingdom Death","English","2015","English 1.0 edition"
"Kingdom Death: Monster – Dragon King Expansion","135034","0","","0","0","0","0","0","0","1","0","0","1","","","","","","33319541","5.90233","9.3178","4.3333","0","2363","thing","Kingdom Death: Monster – Dragon King Expansion","1","6","180","180","60","2016","1,2,3,4","2","21 and up","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"Kingdom Death: Monster – Dung Beetle Knight Expansion","135179","0","","0","0","0","0","0","0","1","0","0","1","","","","","","33319546","5.82075","9.09895","4","0","2224","thing","Kingdom Death: Monster – Dung Beetle Knight Expansion","1","6","180","180","60","2016","4","4","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Kingdom Death: Monster – Flower Knight Expansion","135030","0","","0","0","0","0","0","0","1","0","0","1","","","","","","33319550","5.83542","8.86621","4","0","2156","thing","Kingdom Death: Monster – Flower Knight Expansion","1","6","180","180","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Kingdom Death: Monster – Gorm Expansion","135036","0","","0","0","0","0","0","0","1","0","0","1","","","","","","33319548","5.91021","9.02063","4","0","2308","thing","Kingdom Death: Monster – Gorm Expansion","1","6","180","180","60","2016","1,2,3,4","1","16+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Kingdom Death: Monster – Green Knight Armor Expansion","195317","0","","0","0","0","0","0","0","1","0","0","3","","","","","","33573309","5.63485","8.53535","4","0","1264","thing","Kingdom Death: Monster – Green Knight Armor Expansion","1","6","180","180","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Kingdom Death: Monster – Lantern Festival Expansion","135872","0","","0","0","0","0","0","0","0","0","0","2","","","","","","33319543","0","7.33333","4","0","129","thing","Kingdom Death: Monster – Lantern Festival Expansion","1","6","180","180","60","0","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Kingdom Death: Monster – Lion God Expansion","135712","0","","0","0","0","0","0","0","1","0","0","1","","","","","","33319557","5.71724","8.89926","4","0","1726","thing","Kingdom Death: Monster – Lion God Expansion","1","6","180","180","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Kingdom Death: Monster – Lonely Tree Expansion","136135","0","","0","0","0","0","0","0","1","0","0","1","","","","","","33319556","5.65806","8.05261","4","0","1662","thing","Kingdom Death: Monster – Lonely Tree Expansion","1","6","180","180","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Kingdom Death: Monster – Manhunter Expansion","135035","0","","0","0","0","0","0","0","1","0","0","1","","","","","","33319559","5.74714","8.77865","4","0","1800","thing","Kingdom Death: Monster – Manhunter Expansion","1","6","180","180","60","2016","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Kingdom Death: Monster – Slenderman Expansion","136137","0","","0","0","0","0","0","0","1","0","0","1","","","","","","33319552","5.76869","8.90234","4","0","1839","thing","Kingdom Death: Monster – Slenderman Expansion","1","6","180","180","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Kingdom Death: Monster – Spidicules Expansion","135273","0","","0","0","0","0","0","0","0","0","0","4","","","","","","33319549","5.74431","8.60706","4","0","1826","thing","Kingdom Death: Monster – Spidicules Expansion","1","6","180","180","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Kingdom Death: Monster – Sunstalker Expansion","135523","0","","0","0","0","0","0","0","1","0","0","1","","","","","","33319544","5.82002","9.08466","4","0","1968","thing","Kingdom Death: Monster – Sunstalker Expansion","1","6","180","180","60","2016","1,2,3,4","3","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Kingsburg","27162","5","6","0","0","0","0","0","0","1","0","0","3","","","","","","29211154","7.02975","7.18922","2.4285","378","17284","thing","Kingsburg","2","5","90","90","90","2011","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Fantasy Flight Games; Stratelibri","English","2011","Fantasy Flight English edition 2011"
"Kingsburg: To Forge a Realm","39775","0","","0","0","0","0","0","0","1","0","0","3","","","","","","29303113","7.19139","7.86515","2.4611","0","7888","thing","Kingsburg: To Forge a Realm","2","5","90","90","90","2009","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Fantasy Flight Games; Stratelibri","English","2009","English edition"
"Kolejka","85325","0","","0","0","0","0","0","0","0","0","1","5","","","","","","33730069","6.23369","6.69253","2.0321","1647","4350","thing","Kolejka","2","5","60","60","60","2011","3,4,5","5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
